player_id,full_name,first_name,last_name,position,position_code,jersey_number,team_id,team_name,team_abbreviation
669194,Ryne Nelson,,,Pitcher,1,19,109,Arizona Diamondbacks,AZ
571946,Shelby Miller,,,Pitcher,1,18,109,Arizona Diamondbacks,AZ
694374,Tim Tawa,,,Second Base,4,13,109,Arizona Diamondbacks,AZ
668678,Zac Gallen,,,Pitcher,1,23,109,Arizona Diamondbacks,AZ
552640,Andrew Kittredge,,,Pitcher,1,39,110,Baltimore Orioles,BAL
641329,Bryan Baker,,,Pitcher,1,43,110,Baltimore Orioles,BAL
656775,Cedric Mullins,,,Outfielder,8,31,110,Baltimore Orioles,BAL
644433,Chadwick Tromp,,,Catcher,2,41,110,Baltimore Orioles,BAL
450203,Charlie Morton,,,Pitcher,1,50,110,Baltimore Orioles,BAL
691723,Coby Mayo,,,First Base,3,16,110,Baltimore Orioles,BAL
681297,Colton Cowser,,,Outfielder,7,17,110,Baltimore Orioles,BAL
665152,Dean Kremer,,,Pitcher,1,64,110,Baltimore Orioles,BAL
656896,Emmanuel Rivera,,,Third Base,5,26,110,Baltimore Orioles,BAL
642585,Félix Bautista,,,Pitcher,1,74,110,Baltimore Orioles,BAL
596142,Gary Sánchez,,,Catcher,2,99,110,Baltimore Orioles,BAL
642397,Gregory Soto,,,Pitcher,1,65,110,Baltimore Orioles,BAL
683002,Gunnar Henderson,,,Shortstop,6,2,110,Baltimore Orioles,BAL
702616,Jackson Holliday,,,Second Base,4,7,110,Baltimore Orioles,BAL
676059,Jordan Westburg,,,Third Base,5,11,110,Baltimore Orioles,BAL
669211,Keegan Akin,,,Pitcher,1,45,110,Baltimore Orioles,BAL
676679,Luis Vázquez,,,Shortstop,6,52,110,Baltimore Orioles,BAL
621199,Matt Bowman,,,Pitcher,1,51,110,Baltimore Orioles,BAL
657656,Ramón Laureano,,,Outfielder,9,12,110,Baltimore Orioles,BAL
602104,Ramón Urías,,,Third Base,5,29,110,Baltimore Orioles,BAL
656811,Ryan O'Hearn,,,First Base,3,32,110,Baltimore Orioles,BAL
656240,Scott Blewett,,,Pitcher,1,67,110,Baltimore Orioles,BAL
622554,Seranthony Domínguez,,,Pitcher,1,56,110,Baltimore Orioles,BAL
608372,Tomoyuki Sugano,,,Pitcher,1,19,110,Baltimore Orioles,BAL
669432,Trevor Rogers,,,Pitcher,1,28,110,Baltimore Orioles,BAL
621107,Zach Eflin,,,Pitcher,1,24,110,Baltimore Orioles,BAL
647351,Abraham Toro,,,First Base,3,29,111,Boston Red Sox,BOS
547973,Aroldis Chapman,,,Pitcher,1,44,111,Boston Red Sox,BOS
678394,Brayan Bello,,,Pitcher,1,66,111,Boston Red Sox,BOS
657514,Brennan Bernardino,,,Pitcher,1,83,111,Boston Red Sox,BOS
665966,Carlos Narváez,,,Catcher,2,75,111,Boston Red Sox,BOS
678882,Ceddanne Rafaela,,,Outfielder,8,3,111,Boston Red Sox,BOS
669684,Chris Murphy,,,Pitcher,1,72,111,Boston Red Sox,BOS
657136,Connor Wong,,,Catcher,2,12,111,Boston Red Sox,BOS
666152,David Hamilton,,,Second Base,4,17,111,Boston Red Sox,BOS
676979,Garrett Crochet,,,Pitcher,1,35,111,Boston Red Sox,BOS
676477,Garrett Whitlock,,,Pitcher,1,22,111,Boston Red Sox,BOS
669711,Greg Weissert,,,Pitcher,1,57,111,Boston Red Sox,BOS
680776,Jarren Duran,,,Outfielder,7,16,111,Boston Red Sox,BOS
660896,Jorge Alcala,,,Pitcher,1,71,111,Boston Red Sox,BOS
458677,Justin Wilson,,,Pitcher,1,32,111,Boston Red Sox,BOS
608337,Lucas Giolito,,,Pitcher,1,54,111,Boston Red Sox,BOS
681987,Nate Eaton,,,Third Base,5,40,111,Boston Red Sox,BOS
686765,Nick Sogard,,,First Base,3,20,111,Boston Red Sox,BOS
690916,Richard Fitts,,,Pitcher,1,80,111,Boston Red Sox,BOS
608701,Rob Refsnyder,,,Outfielder,9,30,111,Boston Red Sox,BOS
701350,Roman Anthony,,,Outfielder,9,19,111,Boston Red Sox,BOS
663853,Romy Gonzalez,,,First Base,3,23,111,Boston Red Sox,BOS
596115,Trevor Story,,,Shortstop,6,10,111,Boston Red Sox,BOS
621111,Walker Buehler,,,Pitcher,1,0,111,Boston Red Sox,BOS
677800,Wilyer Abreu,,,Outfielder,9,52,111,Boston Red Sox,BOS
677161,Zack Kelly,,,Pitcher,1,76,111,Boston Red Sox,BOS
641745,Brad Keller,,,Pitcher,1,40,112,Chicago Cubs,CHC
690990,Cade Horton,,,Pitcher,1,22,112,Chicago Cubs,CHC
573204,Caleb Thielbar,,,Pitcher,1,24,112,Chicago Cubs,CHC
608348,Carson Kelly,,,Catcher,2,15,112,Chicago Cubs,CHC
623167,Chris Flexen,,,Pitcher,1,77,112,Chicago Cubs,CHC
607067,Colin Rea,,,Pitcher,1,53,112,Chicago Cubs,CHC
694037,Daniel Palencia,,,Pitcher,1,48,112,Chicago Cubs,CHC
621020,Dansby Swanson,,,Shortstop,6,7,112,Chicago Cubs,CHC
519141,Drew Pomeranz,,,Pitcher,1,45,112,Chicago Cubs,CHC
664023,Ian Happ,,,Outfielder,7,8,112,Chicago Cubs,CHC
592791,Jameson Taillon,,,Pitcher,1,50,112,Chicago Cubs,CHC
542932,Jon Berti,,,Third Base,5,5,112,Chicago Cubs,CHC
457759,Justin Turner,,,First Base,3,3,112,Chicago Cubs,CHC
663656,Kyle Tucker,,,Outfielder,9,30,112,Chicago Cubs,CHC
807713,Matt Shaw,,,Third Base,5,6,112,Chicago Cubs,CHC
571510,Matthew Boyd,,,Pitcher,1,16,112,Chicago Cubs,CHC
683737,Michael Busch,,,First Base,3,29,112,Chicago Cubs,CHC
663538,Nico Hoerner,,,Second Base,4,2,112,Chicago Cubs,CHC
691718,Pete Crow-Armstrong,,,Outfielder,8,4,112,Chicago Cubs,CHC
687863,Porter Hodge,,,Pitcher,1,37,112,Chicago Cubs,CHC
624512,Reese McGuire,,,Catcher,2,20,112,Chicago Cubs,CHC
518489,Ryan Brasier,,,Pitcher,1,54,112,Chicago Cubs,CHC
519151,Ryan Pressly,,,Pitcher,1,55,112,Chicago Cubs,CHC
673548,Seiya Suzuki,,,Outfielder,9,27,112,Chicago Cubs,CHC
684007,Shota Imanaga,,,Pitcher,1,18,112,Chicago Cubs,CHC
660644,Vidal Bruján,,,Third Base,5,17,112,Chicago Cubs,CHC
671096,Andrew Abbott,,,Pitcher,1,41,113,Cincinnati Reds,CIN
669720,Austin Hays,,,Outfielder,7,12,113,Cincinnati Reds,CIN
663903,Brady Singer,,,Pitcher,1,51,113,Cincinnati Reds,CIN
608718,Brent Suter,,,Pitcher,1,31,113,Cincinnati Reds,CIN
695505,Chase Burns,,,Pitcher,1,26,113,Cincinnati Reds,CIN
687952,Christian Encarnacion-Strand,,,First Base,3,33,113,Cincinnati Reds,CIN
683175,Connor Phillips,,,Pitcher,1,34,113,Cincinnati Reds,CIN
682829,Elly De La Cruz,,,Shortstop,6,44,113,Cincinnati Reds,CIN
641941,Emilio Pagán,,,Pitcher,1,15,113,Cincinnati Reds,CIN
666158,Gavin Lux,,,Outfielder,7,2,113,Cincinnati Reds,CIN
664139,Ian Gibaut,,,Pitcher,1,79,113,Cincinnati Reds,CIN
624431,Jose Trevino,,,Catcher,2,35,113,Cincinnati Reds,CIN
680689,Lyon Richardson,,,Pitcher,1,72,113,Cincinnati Reds,CIN
680574,Matt McLain,,,Second Base,4,9,113,Cincinnati Reds,CIN
666157,Nick Lodolo,,,Pitcher,1,40,113,Cincinnati Reds,CIN
607259,Nick Martinez,,,Pitcher,1,28,113,Cincinnati Reds,CIN
677956,Rece Hinds,,,Outfielder,9,57,113,Cincinnati Reds,CIN
668723,Ryan Vilade,,,Outfielder,9,46,113,Cincinnati Reds,CIN
669289,Santiago Espinal,,,Third Base,5,4,113,Cincinnati Reds,CIN
605130,Scott Barlow,,,Pitcher,1,58,113,Cincinnati Reds,CIN
668715,Spencer Steer,,,First Base,3,7,113,Cincinnati Reds,CIN
670770,TJ Friedl,,,Outfielder,8,29,113,Cincinnati Reds,CIN
573124,Taylor Rogers,,,Pitcher,1,55,113,Cincinnati Reds,CIN
663574,Tony Santillan,,,Pitcher,1,64,113,Cincinnati Reds,CIN
663886,Tyler Stephenson,,,Catcher,2,37,113,Cincinnati Reds,CIN
666181,Will Benson,,,Outfielder,7,30,113,Cincinnati Reds,CIN
682657,Angel Martínez,,,Outfielder,8,1,114,Cleveland Guardians,CLE
595978,Austin Hedges,,,Catcher,2,27,114,Cleveland Guardians,CLE
666310,Bo Naylor,,,Catcher,2,23,114,Cleveland Guardians,CLE
671922,Cade Smith,,,Pitcher,1,36,114,Cleveland Guardians,CLE
467793,Carlos Santana,,,First Base,3,41,114,Cleveland Guardians,CLE
682177,Daniel Schneemann,,,Second Base,4,10,114,Cleveland Guardians,CLE
681807,David Fry,,,First Base,3,6,114,Cleveland Guardians,CLE
661403,Emmanuel Clase,,,Pitcher,1,48,114,Cleveland Guardians,CLE
681870,Erik Sabrowski,,,Pitcher,1,62,114,Cleveland Guardians,CLE
672356,Gabriel Arias,,,Shortstop,6,13,114,Cleveland Guardians,CLE
668909,Gavin Williams,,,Pitcher,1,32,114,Cleveland Guardians,CLE
683769,Hunter Gaddis,,,Pitcher,1,33,114,Cleveland Guardians,CLE
596001,Jakob Junis,,,Pitcher,1,16,114,Cleveland Guardians,CLE
671286,Johnathan Rodríguez,,,Outfielder,9,30,114,Cleveland Guardians,CLE
608070,José Ramírez,,,Third Base,5,11,114,Cleveland Guardians,CLE
663465,Kolby Allard,,,Pitcher,1,49,114,Cleveland Guardians,CLE
700932,Kyle Manzardo,,,First Base,3,9,114,Cleveland Guardians,CLE
657041,Lane Thomas,,,Outfielder,8,8,114,Cleveland Guardians,CLE
671106,Logan Allen,,,Pitcher,1,26,114,Cleveland Guardians,CLE
682847,Luis L. Ortiz,,,Pitcher,1,45,114,Cleveland Guardians,CLE
670036,Matt Festa,,,Pitcher,1,52,114,Cleveland Guardians,CLE
666134,Nolan Jones,,,Outfielder,9,22,114,Cleveland Guardians,CLE
677944,Slade Cecconi,,,Pitcher,1,44,114,Cleveland Guardians,CLE
680757,Steven Kwan,,,Outfielder,7,38,114,Cleveland Guardians,CLE
676440,Tanner Bibee,,,Pitcher,1,28,114,Cleveland Guardians,CLE
682120,Tim Herrin,,,Pitcher,1,29,114,Cleveland Guardians,CLE
683409,Angel Chivilli,,,Pitcher,1,57,115,Colorado Rockies,COL
622608,Antonio Senzatela,,,Pitcher,1,49,115,Colorado Rockies,COL
596295,Austin Gomber,,,Pitcher,1,26,115,Colorado Rockies,COL
690924,Braxton Fulford,,,Catcher,2,37,115,Colorado Rockies,COL
686668,Brenton Doyle,,,Outfielder,8,9,115,Colorado Rockies,COL
801403,Chase Dollander,,,Pitcher,1,32,115,Colorado Rockies,COL
608566,Germán Márquez,,,Pitcher,1,48,115,Colorado Rockies,COL
696100,Hunter Goodman,,,Catcher,2,15,115,Colorado Rockies,COL
656234,Jake Bird,,,Pitcher,1,59,115,Colorado Rockies,COL
623474,Jimmy Herget,,,Pitcher,1,44,115,Colorado Rockies,COL
687597,Jordan Beck,,,Outfielder,7,27,115,Colorado Rockies,COL
675848,Juan Mejia,,,Pitcher,1,47,115,Colorado Rockies,COL
571657,Kyle Farmer,,,Second Base,4,6,115,Colorado Rockies,COL
607536,Kyle Freeland,,,Pitcher,1,21,115,Colorado Rockies,COL
669911,Michael Toglia,,,First Base,3,4,115,Colorado Rockies,COL
666160,Mickey Moniak,,,Outfielder,9,22,115,Colorado Rockies,COL
606115,Orlando Arcia,,,Shortstop,6,11,115,Colorado Rockies,COL
641857,Ryan McMahon,,,Third Base,5,24,115,Colorado Rockies,COL
690022,Ryan Ritter,,,Shortstop,6,8,115,Colorado Rockies,COL
669020,Ryan Rolison,,,Pitcher,1,50,115,Colorado Rockies,COL
656541,Sam Hilliard,,,Outfielder,7,16,115,Colorado Rockies,COL
678020,Seth Halvorsen,,,Pitcher,1,54,115,Colorado Rockies,COL
642731,Thairo Estrada,,,Second Base,4,39,115,Colorado Rockies,COL
671289,Tyler Freeman,,,Outfielder,9,2,115,Colorado Rockies,COL
641755,Tyler Kinley,,,Pitcher,1,40,115,Colorado Rockies,COL
680767,Victor Vodnik,,,Pitcher,1,38,115,Colorado Rockies,COL
676428,Brant Hurter,,,Pitcher,1,48,116,Detroit Tigers,DET
669724,Brenan Hanifee,,,Pitcher,1,75,116,Detroit Tigers,DET
672578,Carlos Hernández,,,Pitcher,1,49,116,Detroit Tigers,DET
663554,Casey Mize,,,Pitcher,1,12,116,Detroit Tigers,DET
695445,Chase Lee,,,Pitcher,1,53,116,Detroit Tigers,DET
690993,Colt Keith,,,Second Base,4,33,116,Detroit Tigers,DET
608650,Dietrich Enns,,,Pitcher,1,51,116,Detroit Tigers,DET
693307,Dillon Dingler,,,Catcher,2,13,116,Detroit Tigers,DET
681916,Dylan Smith,,,Pitcher,1,58,116,Detroit Tigers,DET
650402,Gleyber Torres,,,Second Base,4,25,116,Detroit Tigers,DET
656427,Jack Flaherty,,,Pitcher,1,9,116,Detroit Tigers,DET
663330,Jahmai Jones,,,Outfielder,9,18,116,Detroit Tigers,DET
668670,Jake Rogers,,,Catcher,2,34,116,Detroit Tigers,DET
595879,Javier Báez,,,Outfielder,8,28,116,Detroit Tigers,DET
681481,Kerry Carpenter,,,Outfielder,9,30,116,Detroit Tigers,DET
663837,Matt Vierling,,,Outfielder,8,8,116,Detroit Tigers,DET
678009,Parker Meadows,,,Outfielder,8,22,116,Detroit Tigers,DET
682985,Riley Greene,,,Outfielder,7,31,116,Detroit Tigers,DET
687830,Sawyer Gipson-Long,,,Pitcher,1,66,116,Detroit Tigers,DET
679529,Spencer Torkelson,,,First Base,3,20,116,Detroit Tigers,DET
669373,Tarik Skubal,,,Pitcher,1,29,116,Detroit Tigers,DET
592454,Tommy Kahnle,,,Pitcher,1,43,116,Detroit Tigers,DET
663947,Tyler Holton,,,Pitcher,1,87,116,Detroit Tigers,DET
672761,Wenceel Pérez,,,Outfielder,9,46,116,Detroit Tigers,DET
676684,Will Vest,,,Pitcher,1,19,116,Detroit Tigers,DET
656716,Zach McKinstry,,,Third Base,5,39,116,Detroit Tigers,DET
656986,Bennett Sousa,,,Pitcher,1,62,117,Houston Astros,HOU
687888,Brandon Walter,,,Pitcher,1,60,117,Houston Astros,HOU
650556,Bryan Abreu,,,Pitcher,1,52,117,Houston Astros,HOU
687911,Bryan King,,,Pitcher,1,74,117,Houston Astros,HOU
701358,Cam Smith,,,Outfielder,9,11,117,Houston Astros,HOU
663967,César Salazar,,,Catcher,2,18,117,Houston Astros,HOU
572233,Christian Walker,,,First Base,3,8,117,Houston Astros,HOU
676467,Colton Gordon,,,Pitcher,1,61,117,Houston Astros,HOU
669450,Cooper Hummel,,,Outfielder,7,16,117,Houston Astros,HOU
664285,Framber Valdez,,,Pitcher,1,59,117,Houston Astros,HOU
686613,Hunter Brown,,,Pitcher,1,58,117,Houston Astros,HOU
670623,Isaac Paredes,,,Third Base,5,15,117,Houston Astros,HOU
676694,Jake Meyers,,,Outfielder,8,6,117,Houston Astros,HOU
665161,Jeremy Peña,,,Shortstop,6,3,117,Houston Astros,HOU
607179,Jordan Weems,,,Pitcher,1,51,117,Houston Astros,HOU
514888,Jose Altuve,,,Outfielder,7,27,117,Houston Astros,HOU
623352,Josh Hader,,,Pitcher,1,71,117,Houston Astros,HOU
672391,Kaleb Ort,,,Pitcher,1,63,117,Houston Astros,HOU
621121,Lance McCullers Jr.,,,Pitcher,1,43,117,Houston Astros,HOU
641645,Luis Guillorme,,,Third Base,5,0,117,Houston Astros,HOU
643289,Mauricio Dubón,,,Second Base,4,14,117,Houston Astros,HOU
687473,Ryan Gusto,,,Pitcher,1,67,117,Houston Astros,HOU
595345,Steven Okert,,,Pitcher,1,48,117,Houston Astros,HOU
666211,Taylor Trammell,,,Outfielder,7,26,117,Houston Astros,HOU
605170,Victor Caratini,,,Catcher,2,17,117,Houston Astros,HOU
673237,Yainer Diaz,,,Catcher,2,21,117,Houston Astros,HOU
672582,Angel Zerpa,,,Pitcher,1,61,118,Kansas City Royals,KC
677951,Bobby Witt Jr.,,,Shortstop,6,7,118,Kansas City Royals,KC
608032,Carlos Estévez,,,Pitcher,1,53,118,Kansas City Royals,KC
663738,Daniel Lynch IV,,,Pitcher,1,41,118,Kansas City Royals,KC
671221,Drew Waters,,,Outfielder,7,8,118,Kansas City Royals,KC
666023,Freddy Fermin,,,Catcher,2,34,118,Kansas City Royals,KC
695506,Jac Caglianone,,,Outfielder,9,14,118,Kansas City Royals,KC
670231,John Rave,,,Outfielder,9,26,118,Kansas City Royals,KC
670167,John Schreiber,,,Pitcher,1,46,118,Kansas City Royals,KC
663697,Jonathan India,,,Second Base,4,6,118,Kansas City Royals,KC
663460,Kris Bubic,,,Pitcher,1,50,118,Kansas City Royals,KC
664728,Kyle Isbel,,,Outfielder,8,28,118,Kansas City Royals,KC
668674,Lucas Erceg,,,Pitcher,1,60,118,Kansas City Royals,KC
672580,Maikel Garcia,,,Third Base,5,11,118,Kansas City Royals,KC
592192,Mark Canha,,,Outfielder,7,21,118,Kansas City Royals,KC
547179,Michael Lorenzen,,,Pitcher,1,24,118,Kansas City Royals,KC
608379,Michael Wacha,,,Pitcher,1,52,118,Kansas City Royals,KC
679845,Nick Loftin,,,Outfielder,7,12,118,Kansas City Royals,KC
702070,Noah Cameron,,,Pitcher,1,65,118,Kansas City Royals,KC
521692,Salvador Perez,,,Catcher,2,13,118,Kansas City Royals,KC
669674,Sam Long,,,Pitcher,1,73,118,Kansas City Royals,KC
607625,Seth Lugo,,,Pitcher,1,67,118,Kansas City Royals,KC
674444,Steven Cruz,,,Pitcher,1,64,118,Kansas City Royals,KC
664199,Taylor Clarke,,,Pitcher,1,45,118,Kansas City Royals,KC
686475,Tyler Tolbert,,,Second Base,4,2,118,Kansas City Royals,KC
686469,Vinnie Pasquantino,,,First Base,3,9,118,Kansas City Royals,KC
681911,Alex Vesia,,,Pitcher,1,51,119,Los Angeles Dodgers,LAD
681624,Andy Pages,,,Outfielder,8,44,119,Los Angeles Dodgers,LAD
607455,Anthony Banda,,,Pitcher,1,43,119,Los Angeles Dodgers,LAD
676508,Ben Casparius,,,Pitcher,1,78,119,Los Angeles Dodgers,LAD
477132,Clayton Kershaw,,,Pitcher,1,22,119,Los Angeles Dodgers,LAD
687221,Dalton Rushing,,,Catcher,2,68,119,Los Angeles Dodgers,LAD
669160,Dustin May,,,Pitcher,1,85,119,Los Angeles Dodgers,LAD
571771,Enrique Hernández,,,First Base,3,8,119,Los Angeles Dodgers,LAD
518692,Freddie Freeman,,,First Base,3,5,119,Los Angeles Dodgers,LAD
808975,Hyeseong Kim,,,Second Base,4,6,119,Los Angeles Dodgers,LAD
676263,Jack Dreyer,,,Pitcher,1,86,119,Los Angeles Dodgers,LAD
680736,Justin Wrobleski,,,Pitcher,1,70,119,Los Angeles Dodgers,LAD
489446,Kirby Yates,,,Pitcher,1,38,119,Los Angeles Dodgers,LAD
642152,Lou Trivino,,,Pitcher,1,58,119,Los Angeles Dodgers,LAD
571970,Max Muncy,,,Third Base,5,13,119,Los Angeles Dodgers,LAD
624424,Michael Conforto,,,Outfielder,7,23,119,Los Angeles Dodgers,LAD
656629,Michael Kopech,,,Pitcher,1,45,119,Los Angeles Dodgers,LAD
500743,Miguel Rojas,,,Second Base,4,72,119,Los Angeles Dodgers,LAD
605141,Mookie Betts,,,Shortstop,6,50,119,Los Angeles Dodgers,LAD
663562,Noah Davis,,,Pitcher,1,56,119,Los Angeles Dodgers,LAD
660271,Shohei Ohtani,,,Two-Way Player,Y,17,119,Los Angeles Dodgers,LAD
656945,Tanner Scott,,,Pitcher,1,66,119,Los Angeles Dodgers,LAD
606192,Teoscar Hernández,,,Outfielder,9,37,119,Los Angeles Dodgers,LAD
669242,Tommy Edman,,,Second Base,4,25,119,Los Angeles Dodgers,LAD
669257,Will Smith,,,Catcher,2,16,119,Los Angeles Dodgers,LAD
808967,Yoshinobu Yamamoto,,,Pitcher,1,18,119,Los Angeles Dodgers,LAD
642851,Austin Wynns,,,Catcher,2,29,133,Athletics,ATH
667670,Brent Rooker,,,Outfielder,9,25,133,Athletics,ATH
672016,Denzel Clarke,,,Outfielder,8,1,133,Athletics,ATH
665660,Elvis Alvarado,,,Pitcher,1,61,133,Athletics,ATH
570482,Gio Urshela,,,Third Base,5,13,133,Athletics,ATH
663687,Hogan Harris,,,Pitcher,1,36,133,Athletics,ATH
669372,J.T. Ginn,,,Pitcher,1,70,133,Athletics,ATH
668709,JJ Bleday,,,Outfielder,8,33,133,Athletics,ATH
676664,JP Sears,,,Pitcher,1,38,133,Athletics,ATH
678022,Jack Perkins,,,Pitcher,1,50,133,Athletics,ATH
682052,Jacob Lopez,,,Pitcher,1,57,133,Athletics,ATH
805779,Jacob Wilson,,,Shortstop,6,5,133,Athletics,ATH
605488,Jeffrey Springs,,,Pitcher,1,59,133,Athletics,ATH
671732,Lawrence Butler,,,Outfielder,9,4,133,Athletics,ATH
622663,Luis Severino,,,Pitcher,1,40,133,Athletics,ATH
649966,Luis Urías,,,Second Base,4,17,133,Athletics,ATH
695243,Mason Miller,,,Pitcher,1,19,133,Athletics,ATH
691777,Max Muncy,,,Third Base,5,10,133,Athletics,ATH
680474,Max Schuemann,,,Third Base,5,12,133,Athletics,ATH
547184,Michael Kelly,,,Pitcher,1,49,133,Athletics,ATH
687765,Mitch Spence,,,Pitcher,1,28,133,Athletics,ATH
701762,Nick Kurtz,,,First Base,3,16,133,Athletics,ATH
656794,Sean Newcomb,,,Pitcher,1,31,133,Athletics,ATH
621053,Tyler Ferguson,,,Pitcher,1,44,133,Athletics,ATH
691016,Tyler Soderstrom,,,Outfielder,7,21,133,Athletics,ATH
680862,Willie MacIver,,,Catcher,2,65,133,Athletics,ATH
662253,Andrés Muñoz,,,Pitcher,1,75,136,Seattle Mariners,SEA
810938,Ben Williamson,,,Third Base,5,9,136,Seattle Mariners,SEA
693433,Bryan Woo,,,Pitcher,1,22,136,Seattle Mariners,SEA
663728,Cal Raleigh,,,Catcher,2,29,136,Seattle Mariners,SEA
672841,Carlos Vargas,,,Pitcher,1,54,136,Seattle Mariners,SEA
668984,Casey Legumina,,,Pitcher,1,64,136,Seattle Mariners,SEA
702284,Cole Young,,,Second Base,4,2,136,Seattle Mariners,SEA
686527,Dominic Canzone,,,Outfielder,9,8,136,Seattle Mariners,SEA
456781,Donovan Solano,,,First Base,3,39,136,Seattle Mariners,SEA
664238,Dylan Moore,,,Second Base,4,25,136,Seattle Mariners,SEA
660825,Eduard Bazardo,,,Pitcher,1,83,136,Seattle Mariners,SEA
676106,Emerson Hancock,,,Pitcher,1,26,136,Seattle Mariners,SEA
642100,Gabe Speier,,,Pitcher,1,55,136,Seattle Mariners,SEA
669923,George Kirby,,,Pitcher,1,68,136,Seattle Mariners,SEA
641487,J.P. Crawford,,,Shortstop,6,3,136,Seattle Mariners,SEA
593871,Jorge Polanco,,,Second Base,4,7,136,Seattle Mariners,SEA
686228,Juan Burgos,,,Pitcher,1,67,136,Seattle Mariners,SEA
677594,Julio Rodríguez,,,Outfielder,8,44,136,Seattle Mariners,SEA
669302,Logan Gilbert,,,Pitcher,1,36,136,Seattle Mariners,SEA
622491,Luis Castillo,,,Pitcher,1,58,136,Seattle Mariners,SEA
670042,Luke Raley,,,Outfielder,9,20,136,Seattle Mariners,SEA
666374,Matt Brash,,,Pitcher,1,47,136,Seattle Mariners,SEA
670156,Miles Mastrobuoni,,,Third Base,5,21,136,Seattle Mariners,SEA
641598,Mitch Garver,,,Catcher,2,18,136,Seattle Mariners,SEA
